trip_id,driver_id,rider_id,vendor_id,city,pickup_loc,drop_loc,distance_km,pickup_time,num_passengers,rate_code,payment_type,drop_time,fare_amount,driver_tip,toll_amt,mta_tax,total_amount,rating,stored_flag
TRP00005223,DRV001952,RDR004930,2,Delhi,9,78,2.47,2024-06-28 13:55:00,1,1,Free Ride,2024-06-28 14:13:00,56.62,1.12,0.0,2.83,60.57,4.1,Y
TRP00005224,DRV000711,RDR001739,2,Mumbai,32,42,4.51,2024-12-02 18:42:00,1,1,UPI,2024-12-02 19:06:00,81.56,4.92,33.99,4.08,124.55,,Y
TRP00005225,DRV001072,RDR004320,1,Bangalore,56,49,5.09,2024-02-18 22:30:00,2,1,Wallet,2024-02-18 23:00:00,97.38,0.17,34.98,4.87,137.4,3.1,Y
TRP00005226,DRV001060,RDR001782,2,Bangalore,98,15,1.47,2024-10-09 03:48:00,4,2,Wallet,2024-10-09 04:00:00,78.22,1.02,22.3,3.91,105.45,4.1,Y
TRP00005227,DRV001604,RDR000844,1,Kolkata,70,82,8.0,2024-07-06 08:43:00,1,6,UPI,2024-07-06 09:16:00,156.88,12.1,21.35,7.84,198.17,3.5,Y
TRP00005228,DRV001685,RDR004596,1,Bangalore,69,63,18.26,2024-10-09 22:12:00,1,1,Wallet,2024-10-09 23:21:00,272.47,23.46,0.0,13.62,309.55,3.8,Y
TRP00005229,DRV001477,RDR002278,2,Delhi,37,53,2.32,2024-07-15 02:47:00,1,1,Cash,2024-07-15 03:00:00,83.37,4.86,29.85,4.17,122.25,4.8,Y
TRP00005230,DRV000531,RDR004980,2,Bangalore,10,24,8.29,2024-02-05 10:15:00,3,1,Wallet,2024-02-05 10:49:00,144.23,0.0,13.93,7.21,165.37,4.0,Y
TRP00005231,DRV000342,RDR000613,2,Pune,47,76,9.74,2024-10-12 07:14:00,1,1,Free Ride,2024-10-12 07:53:00,178.16,23.68,0.0,8.91,210.75,4.5,Y
TRP00005232,DRV000762,RDR004702,1,Pune,64,36,5.35,2024-07-12 12:48:00,2,1,Credit Card,2024-07-12 13:13:00,98.57,8.33,0.0,4.93,111.83,3.4,Y
TRP00005233,DRV000260,RDR003455,2,Mumbai,62,95,10.66,2024-11-23 09:18:00,2,1,UPI,2024-11-23 09:57:00,174.65,5.83,35.89,8.73,225.1,4.8,Y
TRP00005234,DRV001536,RDR003566,1,Kolkata,11,90,5.23,2024-10-29 06:18:00,1,2,Cash,2024-10-29 06:47:00,118.98,2.31,41.96,5.95,169.2,4.3,Y
TRP00005235,DRV001600,RDR002604,2,Chennai,89,67,6.62,2024-08-26 22:18:00,5,1,Cash,2024-08-26 22:52:00,127.04,0.0,0.0,6.35,133.39,4.5,Y
TRP00005236,DRV001789,RDR002623,2,Pune,18,36,1.06,2024-04-27 01:14:00,2,1,Free Ride,2024-04-27 01:26:00,42.47,2.73,0.0,2.12,47.32,4.2,Y
TRP00005237,DRV000551,RDR001624,2,Chennai,95,53,10.41,2024-05-30 20:09:00,1,1,Cash,2024-05-30 20:46:00,183.4,0.0,0.0,9.17,192.57,4.2,Y
TRP00005238,DRV001502,RDR001615,2,Bangalore,78,95,9.66,2024-08-08 14:35:00,1,1,Wallet,2024-08-08 15:15:00,185.37,4.03,0.0,9.27,198.67,4.1,Y
TRP00005239,DRV001816,RDR000407,1,Bangalore,9,63,1.31,2024-05-17 10:51:00,4,1,Credit Card,2024-05-17 10:59:00,50.5,0.0,0.0,2.53,53.03,4.7,Y
TRP00005240,DRV000242,RDR004047,2,Chennai,68,49,4.67,2024-07-21 13:46:00,1,1,Credit Card,2024-07-21 14:10:00,87.06,5.14,28.22,4.35,124.77,3.8,Y
TRP00005241,DRV001580,RDR004085,1,Ahmedabad,35,37,31.92,2024-02-03 03:49:00,1,1,Wallet,2024-02-03 05:31:00,426.23,44.4,48.86,21.31,540.8,,Y
TRP00005242,DRV001843,RDR000384,1,Mumbai,23,8,5.37,2024-06-17 11:25:00,1,4,Free Ride,2024-06-17 11:54:00,100.18,0.0,27.16,5.01,132.35,,Y
TRP00005243,DRV000061,RDR002249,2,Kolkata,90,99,6.58,2024-10-14 20:04:00,3,1,Wallet,2024-10-14 20:35:00,114.18,3.32,0.0,5.71,123.21,3.3,Y
TRP00005244,DRV000687,RDR003451,1,Bangalore,81,69,20.26,2024-07-28 00:38:00,1,1,Wallet,2024-07-28 01:46:00,275.71,37.61,16.89,13.79,344.0,4.6,Y
TRP00005245,DRV001653,RDR000977,2,Mumbai,83,97,11.11,2024-07-15 09:42:00,1,1,Wallet,2024-07-15 10:20:00,199.13,8.65,0.0,9.96,217.74,3.5,Y
TRP00005246,DRV000880,RDR001017,1,Hyderabad,48,77,7.98,2024-01-30 11:28:00,1,1,UPI,2024-01-30 11:57:00,124.15,0.0,40.13,6.21,170.49,4.4,N
TRP00005247,DRV000558,RDR003710,1,Delhi,9,59,13.79,2024-09-18 15:54:00,1,1,UPI,2024-09-18 16:44:00,219.97,8.41,0.0,11.0,239.38,4.7,Y
TRP00005248,DRV001073,RDR001402,1,Hyderabad,93,59,16.98,2024-08-07 13:01:00,1,5,Free Ride,2024-08-07 14:02:00,232.05,27.56,0.0,11.6,271.21,4.9,Y
TRP00005249,DRV000131,RDR004927,1,Bangalore,76,75,5.88,2024-02-08 15:59:00,1,6,Cash,2024-02-08 16:29:00,118.6,0.0,0.0,5.93,124.53,4.4,Y
TRP00005250,DRV000539,RDR002678,2,Ahmedabad,46,47,6.16,2024-10-05 05:43:00,2,1,Credit Card,2024-10-05 06:08:00,134.15,9.03,28.83,6.71,178.72,3.7,Y
TRP00005251,DRV001459,RDR004843,2,Delhi,53,28,4.9,2024-11-14 12:54:00,1,4,Credit Card,2024-11-14 13:14:00,89.87,12.05,0.0,4.49,106.41,3.8,Y
TRP00005252,DRV001997,RDR003137,1,Bangalore,97,49,28.22,2024-02-19 09:47:00,1,5,Credit Card,2024-02-19 11:18:00,361.85,7.33,11.24,18.09,398.51,4.1,Y
TRP00005253,DRV001181,RDR001937,1,Hyderabad,11,9,10.56,2024-11-17 15:14:00,4,1,Free Ride,2024-11-17 15:54:00,188.06,0.0,14.42,9.4,211.88,4.2,Y
TRP00005254,DRV001286,RDR004722,1,Bangalore,61,36,1.7,2024-01-09 14:18:00,4,5,Credit Card,2024-01-09 14:38:00,66.06,0.0,0.0,3.3,69.36,3.5,Y
TRP00005255,DRV000158,RDR000175,2,Mumbai,56,1,16.9,2024-10-04 23:01:00,4,3,Cash,2024-10-05 00:06:00,239.54,24.8,26.41,11.98,302.73,4.8,Y
TRP00005256,DRV001017,RDR002336,2,Hyderabad,86,71,6.24,2024-03-17 14:38:00,4,1,Cash,2024-03-17 15:04:00,134.19,0.0,0.0,6.71,140.9,4.3,Y
TRP00005257,DRV000933,RDR000147,2,Pune,47,25,1.57,2024-09-11 23:45:00,2,4,UPI,2024-09-12 00:04:00,72.01,0.0,0.0,3.6,75.61,3.6,Y
TRP00005258,DRV001047,RDR004717,2,Pune,44,1,7.38,2024-12-24 04:57:00,2,1,Free Ride,2024-12-24 05:26:00,140.77,0.0,20.72,7.04,168.53,,Y
TRP00005259,DRV000738,RDR000039,1,Pune,72,83,5.32,2024-09-11 06:00:00,1,3,Free Ride,2024-09-11 06:20:00,116.23,14.08,21.67,5.81,157.79,,Y
TRP00005260,DRV000114,RDR003783,1,Chennai,77,60,17.81,2024-02-27 18:57:00,1,6,Cash,2024-02-27 20:04:00,270.09,0.0,0.0,13.5,283.59,3.8,Y
TRP00005261,DRV001024,RDR002330,2,Bangalore,21,6,2.83,2024-11-10 13:39:00,3,2,Cash,2024-11-10 13:55:00,103.11,0.0,0.0,5.16,108.27,3.2,Y
TRP00005262,DRV001760,RDR001074,2,Ahmedabad,20,77,15.01,2024-10-26 09:25:00,2,1,Cash,2024-10-26 10:16:00,228.54,0.0,0.0,11.43,239.97,4.4,Y
TRP00005263,DRV001161,RDR003300,2,Ahmedabad,29,7,7.53,2024-07-09 04:06:00,1,1,Wallet,2024-07-09 04:43:00,119.95,0.0,0.0,6.0,125.95,4.8,Y
TRP00005264,DRV000342,RDR000304,2,Pune,89,51,1.45,2024-08-31 09:55:00,2,1,UPI,2024-08-31 10:11:00,80.03,9.21,0.0,4.0,93.24,4.9,Y
TRP00005265,DRV000754,RDR004371,2,Bangalore,48,32,29.56,2024-07-09 20:25:00,1,1,UPI,2024-07-09 22:01:00,384.69,13.25,0.0,19.23,417.17,4.0,Y
TRP00005266,DRV000323,RDR004322,2,Pune,47,31,6.75,2024-06-09 17:37:00,1,2,Credit Card,2024-06-09 18:10:00,124.98,16.56,27.94,6.25,175.73,4.3,Y
TRP00005267,DRV000523,RDR000321,2,Kolkata,17,49,3.75,2024-12-20 17:34:00,1,1,Credit Card,2024-12-20 17:58:00,114.21,0.0,0.0,5.71,119.92,4.7,Y
TRP00005268,DRV001584,RDR002764,1,Bangalore,89,8,6.07,2024-05-16 06:51:00,1,1,Free Ride,2024-05-16 07:14:00,133.6,2.71,0.0,6.68,142.99,3.5,Y
TRP00005269,DRV000211,RDR000134,2,Ahmedabad,70,17,16.61,2024-10-10 13:35:00,4,2,Wallet,2024-10-10 14:31:00,232.62,21.98,31.83,11.63,298.06,3.2,Y
TRP00005270,DRV001832,RDR000569,1,Bangalore,42,63,3.91,2024-05-31 09:53:00,2,3,UPI,2024-05-31 10:19:00,108.62,7.6,0.0,5.43,121.65,4.4,Y
TRP00005271,DRV001176,RDR003850,2,Ahmedabad,72,25,2.71,2024-04-25 22:35:00,2,2,Free Ride,2024-04-25 22:50:00,64.92,7.7,0.0,3.25,75.87,3.2,Y
TRP00005272,DRV001381,RDR000780,1,Pune,63,16,2.11,2024-01-12 21:25:00,1,3,Free Ride,2024-01-12 21:38:00,60.24,8.34,10.87,3.01,82.46,3.3,Y
TRP00005273,DRV001481,RDR003401,1,Mumbai,86,93,3.83,2024-09-24 08:06:00,3,1,Credit Card,2024-09-24 08:29:00,114.69,2.45,28.35,5.73,151.22,4.5,Y
TRP00005274,DRV000237,RDR002466,1,Hyderabad,4,43,13.11,2024-06-04 11:29:00,1,1,Wallet,2024-06-04 12:21:00,188.15,19.33,0.0,9.41,216.89,4.7,Y
TRP00005275,DRV000468,RDR002251,2,Bangalore,56,55,6.1,2024-10-21 11:22:00,1,1,Wallet,2024-10-21 11:51:00,108.01,0.0,0.0,5.4,113.41,4.4,Y
TRP00005276,DRV001518,RDR002599,2,Mumbai,25,61,3.06,2024-08-20 06:35:00,2,1,Credit Card,2024-08-20 06:58:00,71.51,8.66,0.0,3.58,83.75,4.9,N
TRP00005277,DRV001043,RDR002833,2,Ahmedabad,1,93,2.45,2024-02-03 10:40:00,1,2,Free Ride,2024-02-03 10:54:00,59.48,6.18,0.0,2.97,68.63,3.5,Y
TRP00005278,DRV000006,RDR003280,2,Ahmedabad,86,21,4.24,2024-08-05 22:28:00,2,3,Credit Card,2024-08-05 22:47:00,111.42,0.0,0.0,5.57,116.99,4.1,Y
TRP00005279,DRV000091,RDR000654,1,Hyderabad,20,54,23.5,2024-10-22 19:30:00,1,3,Wallet,2024-10-22 20:54:00,351.31,52.59,0.0,17.57,421.47,4.4,Y
TRP00005280,DRV001759,RDR004559,2,Chennai,99,9,4.36,2024-11-25 04:33:00,1,3,Free Ride,2024-11-25 04:53:00,102.24,0.24,0.0,5.11,107.59,3.5,Y
TRP00005281,DRV001768,RDR002566,2,Ahmedabad,19,63,36.47,2024-02-11 11:59:00,1,1,UPI,2024-02-11 13:56:00,489.36,0.0,0.0,24.47,513.83,4.0,Y
TRP00005282,DRV000026,RDR004046,1,Delhi,71,96,6.31,2024-08-05 02:12:00,1,1,Wallet,2024-08-05 02:45:00,100.51,2.53,0.0,5.03,108.07,4.1,Y
TRP00005283,DRV000501,RDR000386,1,Mumbai,100,100,2.58,2024-11-28 00:08:00,1,1,Wallet,2024-11-28 00:20:00,66.5,4.49,0.0,3.32,74.31,4.5,Y
TRP00005284,DRV000095,RDR003223,1,Pune,92,26,18.74,2024-11-17 07:54:00,1,4,Credit Card,2024-11-17 08:55:00,292.38,21.39,0.0,14.62,328.39,3.2,Y
TRP00005285,DRV000967,RDR002445,1,Bangalore,23,55,5.93,2024-03-23 15:55:00,2,1,Cash,2024-03-23 16:20:00,103.38,2.15,0.0,5.17,110.7,4.0,Y
TRP00005286,DRV000746,RDR003724,1,Hyderabad,78,24,10.89,2024-07-25 06:38:00,3,3,Credit Card,2024-07-25 07:25:00,172.58,19.89,0.0,8.63,201.1,4.8,Y
TRP00005287,DRV000785,RDR004042,2,Hyderabad,29,76,33.94,2024-02-16 12:45:00,1,1,Cash,2024-02-16 14:32:00,463.5,55.23,0.0,23.18,541.91,3.5,Y
TRP00005288,DRV001885,RDR000995,1,Chennai,31,19,1.41,2024-11-19 19:18:00,1,1,Credit Card,2024-11-19 19:36:00,39.88,2.11,0.0,1.99,43.98,5.0,Y
TRP00005289,DRV000308,RDR003064,1,Kolkata,46,38,1.81,2024-11-04 15:13:00,1,3,Cash,2024-11-04 15:24:00,64.8,0.0,0.0,3.24,68.04,4.1,Y
TRP00005290,DRV000367,RDR000842,2,Kolkata,19,42,11.2,2024-10-22 14:25:00,3,1,UPI,2024-10-22 15:03:00,199.95,21.98,0.0,10.0,231.93,5.0,Y
TRP00005291,DRV001908,RDR000240,2,Ahmedabad,70,77,3.65,2024-09-24 14:43:00,3,4,Wallet,2024-09-24 15:00:00,68.95,0.0,0.0,3.45,72.4,,Y
TRP00005292,DRV001967,RDR001836,1,Hyderabad,57,86,2.63,2024-12-21 12:23:00,1,5,Cash,2024-12-21 12:41:00,59.65,5.28,0.0,2.98,67.91,3.5,Y
TRP00005293,DRV001757,RDR000392,2,Kolkata,68,70,1.32,2024-10-25 13:18:00,6,2,Cash,2024-10-25 13:36:00,66.57,8.47,44.58,3.33,122.95,4.5,Y
TRP00005294,DRV000073,RDR000086,2,Pune,79,74,1.18,2024-09-12 03:34:00,1,1,Credit Card,2024-09-12 03:47:00,73.09,6.37,0.0,3.65,83.11,3.1,Y
TRP00005295,DRV001133,RDR001137,2,Bangalore,64,61,12.91,2024-02-11 21:59:00,1,6,Cash,2024-02-11 22:46:00,205.25,11.45,0.0,10.26,226.96,4.0,Y
TRP00005296,DRV001645,RDR000862,2,Hyderabad,14,91,2.15,2024-09-03 11:14:00,2,5,UPI,2024-09-03 11:27:00,85.76,5.66,0.0,4.29,95.71,3.6,Y
TRP00005297,DRV001872,RDR002645,2,Bangalore,48,58,6.04,2024-05-16 01:37:00,3,5,Credit Card,2024-05-16 02:01:00,92.85,0.0,0.0,4.64,97.49,4.0,Y
TRP00005298,DRV001463,RDR003570,2,Ahmedabad,93,59,8.45,2024-08-09 03:40:00,1,2,Wallet,2024-08-09 04:14:00,140.45,11.2,0.0,7.02,158.67,3.1,Y
TRP00005299,DRV001517,RDR001855,2,Ahmedabad,25,26,5.47,2024-10-21 20:39:00,1,2,UPI,2024-10-21 21:06:00,104.2,14.02,0.0,5.21,123.43,3.3,Y
TRP00005300,DRV001343,RDR001395,2,Mumbai,45,70,1.22,2024-08-13 20:53:00,1,1,Wallet,2024-08-13 21:08:00,76.28,4.99,0.0,3.81,85.08,3.7,Y
TRP00005301,DRV000859,RDR000722,2,Mumbai,77,93,13.24,2024-06-25 03:05:00,1,1,Cash,2024-06-25 03:55:00,222.85,20.77,0.0,11.14,254.76,3.5,Y
TRP00005302,DRV000460,RDR001566,1,Chennai,84,95,1.08,2024-09-05 10:26:00,4,3,Credit Card,2024-09-05 10:35:00,68.06,9.8,0.0,3.4,81.26,3.8,Y
TRP00005303,DRV000660,RDR003022,2,Kolkata,53,24,12.48,2024-04-21 09:52:00,2,3,Free Ride,2024-04-21 10:40:00,186.26,0.0,0.0,9.31,195.57,4.5,Y
TRP00005304,DRV000509,RDR004404,2,Hyderabad,39,89,18.9,2024-05-23 01:26:00,1,1,UPI,2024-05-23 02:37:00,269.53,0.0,0.0,13.48,283.01,4.4,N
TRP00005305,DRV000853,RDR000041,1,Kolkata,63,39,5.54,2024-01-26 04:07:00,2,1,Free Ride,2024-01-26 04:32:00,113.53,0.0,0.0,5.68,119.21,3.3,Y
TRP00005306,DRV001876,RDR000431,1,Kolkata,21,25,7.14,2024-01-18 18:06:00,1,1,Wallet,2024-01-18 18:39:00,122.06,15.38,0.0,6.1,143.54,3.6,Y
TRP00005307,DRV001476,RDR002128,1,Ahmedabad,53,65,6.19,2024-07-15 05:27:00,1,1,Wallet,2024-07-15 05:52:00,132.68,18.37,42.33,6.63,200.01,4.8,Y
TRP00005308,DRV000656,RDR000353,1,Hyderabad,68,20,4.94,2024-11-10 13:39:00,1,4,Credit Card,2024-11-10 14:07:00,94.07,3.63,0.0,4.7,102.4,3.2,Y
TRP00005309,DRV000556,RDR000908,2,Mumbai,86,9,18.47,2024-08-02 15:10:00,2,5,Credit Card,2024-08-02 16:15:00,289.59,6.51,28.53,14.48,339.11,5.0,Y
TRP00005310,DRV001692,RDR000394,1,Bangalore,40,36,18.95,2024-08-20 16:44:00,2,4,Cash,2024-08-20 17:48:00,266.86,0.0,21.18,13.34,301.38,3.5,N
TRP00005311,DRV000160,RDR002493,2,Ahmedabad,95,56,4.27,2024-05-02 06:11:00,1,1,Credit Card,2024-05-02 06:37:00,83.84,10.95,35.07,4.19,134.05,3.6,Y
TRP00005312,DRV001171,RDR000615,1,Hyderabad,64,22,8.64,2024-04-01 12:59:00,1,1,Cash,2024-04-01 13:32:00,150.11,16.61,0.0,7.51,174.23,4.7,Y
TRP00005313,DRV000764,RDR002161,1,Bangalore,35,77,21.93,2024-04-16 15:12:00,3,1,Cash,2024-04-16 16:30:00,285.45,31.99,44.06,14.27,375.77,3.2,Y
TRP00005314,DRV000245,RDR002698,2,Bangalore,53,21,27.17,2024-02-03 18:26:00,3,1,Credit Card,2024-02-03 20:02:00,392.69,0.0,0.0,19.63,412.32,3.8,Y
TRP00005315,DRV001029,RDR003110,2,Kolkata,36,22,6.69,2024-09-21 05:19:00,2,1,UPI,2024-09-21 05:48:00,107.92,10.41,48.38,5.4,172.11,4.5,Y
TRP00005316,DRV001379,RDR002212,2,Ahmedabad,87,24,5.82,2024-04-09 13:37:00,3,1,Wallet,2024-04-09 14:01:00,130.18,4.92,0.0,6.51,141.61,3.3,Y
TRP00005317,DRV001848,RDR001396,1,Mumbai,47,21,3.61,2024-09-13 02:48:00,1,3,Credit Card,2024-09-13 03:09:00,106.11,0.0,0.0,5.31,111.42,4.8,Y
TRP00005318,DRV000108,RDR001129,1,Chennai,42,68,26.53,2024-03-05 01:02:00,3,3,UPI,2024-03-05 02:30:00,370.58,0.0,0.0,18.53,389.11,3.8,Y
TRP00005319,DRV000368,RDR004780,1,Bangalore,5,29,2.23,2024-08-08 15:35:00,2,3,Credit Card,2024-08-08 15:46:00,63.6,2.94,0.0,3.18,69.72,4.1,Y
TRP00005320,DRV000458,RDR003775,1,Chennai,59,26,7.94,2024-12-18 19:28:00,1,2,Free Ride,2024-12-18 19:56:00,134.83,19.23,18.53,6.74,179.33,4.1,Y
TRP00005321,DRV001648,RDR000983,1,Mumbai,88,67,3.66,2024-03-21 13:29:00,2,1,UPI,2024-03-21 13:52:00,78.97,7.22,15.73,3.95,105.87,3.0,Y
TRP00005322,DRV001057,RDR001035,1,Bangalore,20,93,3.62,2024-03-02 11:27:00,2,1,Free Ride,2024-03-02 11:50:00,83.13,5.7,16.97,4.16,109.96,4.0,Y
TRP00005323,DRV000095,RDR002616,2,Kolkata,67,11,5.15,2024-10-26 02:40:00,2,1,Cash,2024-10-26 03:07:00,117.85,0.0,22.36,5.89,146.1,4.1,Y
TRP00005324,DRV001954,RDR001213,1,Kolkata,32,26,54.76,2024-06-03 23:45:00,1,1,Cash,2024-06-04 02:44:00,696.53,19.07,0.0,34.83,750.43,3.9,Y
TRP00005325,DRV000822,RDR004786,1,Kolkata,14,65,1.45,2024-08-27 00:04:00,3,1,Wallet,2024-08-27 00:22:00,70.52,0.0,30.47,3.53,104.52,3.3,Y
TRP00005326,DRV000142,RDR003386,1,Chennai,98,42,7.91,2024-03-21 19:52:00,1,2,Cash,2024-03-21 20:21:00,127.7,9.28,23.48,6.39,166.85,3.4,Y
TRP00005327,DRV001797,RDR003661,1,Pune,2,23,1.69,2024-10-05 06:43:00,6,5,UPI,2024-10-05 07:00:00,77.86,0.05,0.0,3.89,81.8,3.2,Y
TRP00005328,DRV000953,RDR001003,2,Hyderabad,16,93,2.34,2024-10-27 23:49:00,6,1,Credit Card,2024-10-28 00:05:00,74.8,4.22,0.0,3.74,82.76,4.2,Y
TRP00005329,DRV001774,RDR004275,1,Ahmedabad,71,21,5.63,2024-05-10 21:22:00,3,4,Cash,2024-05-10 21:45:00,108.5,15.57,0.0,5.43,129.5,4.8,Y
TRP00005330,DRV000579,RDR004323,1,Ahmedabad,46,28,6.71,2024-05-29 02:56:00,3,1,Cash,2024-05-29 03:21:00,142.46,0.0,0.0,7.12,149.58,3.0,Y
TRP00005331,DRV001585,RDR001971,2,Mumbai,93,44,3.4,2024-07-14 08:24:00,4,1,Free Ride,2024-07-14 08:46:00,85.38,9.35,0.0,4.27,99.0,3.4,Y
TRP00005332,DRV001731,RDR004735,2,Chennai,88,77,4.04,2024-01-14 15:43:00,1,5,Wallet,2024-01-14 16:05:00,87.15,4.34,0.0,4.36,95.85,4.9,Y
TRP00005333,DRV000637,RDR003916,1,Delhi,7,4,1.73,2024-02-25 11:02:00,2,1,Cash,2024-02-25 11:14:00,69.91,0.0,0.0,3.5,73.41,3.8,Y
TRP00005334,DRV000671,RDR004015,2,Delhi,68,50,3.89,2024-01-01 13:40:00,1,1,Free Ride,2024-01-01 14:01:00,95.3,0.0,0.0,4.76,100.06,4.4,Y
TRP00005335,DRV000177,RDR002299,2,Pune,70,19,28.18,2024-12-21 21:25:00,1,2,Free Ride,2024-12-21 23:00:00,358.88,8.41,0.0,17.94,385.23,4.3,Y
TRP00005336,DRV001133,RDR002638,1,Ahmedabad,7,63,24.16,2024-06-26 05:35:00,3,5,Wallet,2024-06-26 06:55:00,310.6,30.79,0.0,15.53,356.92,3.7,Y
TRP00005337,DRV000936,RDR003955,2,Delhi,70,88,4.26,2024-06-18 06:03:00,1,2,UPI,2024-06-18 06:26:00,111.6,11.77,0.0,5.58,128.95,,Y
TRP00005338,DRV000017,RDR001851,2,Kolkata,62,4,7.77,2024-01-17 08:20:00,1,4,UPI,2024-01-17 08:51:00,128.47,7.8,27.18,6.42,169.87,4.4,Y
TRP00005339,DRV000756,RDR000753,2,Pune,41,99,20.23,2024-07-10 15:44:00,1,4,Wallet,2024-07-10 16:57:00,276.59,0.0,0.0,13.83,290.42,4.8,Y
TRP00005340,DRV000411,RDR002162,2,Chennai,52,75,1.05,2024-11-30 16:56:00,1,1,Free Ride,2024-11-30 17:14:00,46.17,5.4,47.39,2.31,101.27,4.8,Y
TRP00005341,DRV000598,RDR002427,1,Pune,95,91,14.31,2024-07-23 17:55:00,1,1,Cash,2024-07-23 18:42:00,231.2,4.11,46.92,11.56,293.79,4.2,Y
TRP00005342,DRV001155,RDR000679,1,Ahmedabad,40,38,24.71,2024-06-20 19:11:00,1,2,Cash,2024-06-20 20:33:00,347.34,35.71,0.0,17.37,400.42,3.5,Y
TRP00005343,DRV001607,RDR002892,2,Hyderabad,45,6,1.77,2024-03-17 04:55:00,2,1,Free Ride,2024-03-17 05:06:00,72.75,0.0,0.0,3.64,76.39,,Y
TRP00005344,DRV000623,RDR004576,1,Pune,97,93,2.41,2024-03-05 23:03:00,1,1,UPI,2024-03-05 23:15:00,80.46,0.0,38.57,4.02,123.05,3.3,Y
TRP00005345,DRV001515,RDR001986,2,Kolkata,4,88,26.9,2024-01-10 12:59:00,1,1,Wallet,2024-01-10 14:30:00,384.43,50.22,23.85,19.22,477.72,4.8,Y
TRP00005346,DRV001276,RDR001687,1,Pune,96,13,7.17,2024-06-26 23:43:00,1,1,Cash,2024-06-27 00:11:00,113.74,1.42,0.0,5.69,120.85,4.9,N
TRP00005347,DRV000497,RDR000640,2,Mumbai,87,36,1.11,2024-11-15 15:41:00,1,3,Credit Card,2024-11-15 15:50:00,67.01,9.64,0.0,3.35,80.0,4.3,Y
TRP00005348,DRV000951,RDR000616,1,Chennai,44,39,3.38,2024-08-19 09:41:00,5,1,Cash,2024-08-19 09:59:00,73.16,7.66,0.0,3.66,84.48,3.1,Y
TRP00005349,DRV000755,RDR004052,2,Chennai,70,10,5.78,2024-02-29 09:17:00,3,1,UPI,2024-02-29 09:49:00,120.7,12.01,35.85,6.04,174.6,,Y
TRP00005350,DRV001212,RDR000494,1,Chennai,15,22,10.44,2024-03-10 20:03:00,3,1,Wallet,2024-03-10 20:39:00,147.16,9.4,0.0,7.36,163.92,4.0,Y
TRP00005351,DRV001991,RDR001741,2,Pune,84,40,11.57,2024-02-12 16:42:00,3,1,Cash,2024-02-12 17:30:00,194.49,0.0,12.47,9.72,216.68,3.5,Y
TRP00005352,DRV001011,RDR000108,2,Ahmedabad,2,44,44.09,2024-01-02 06:58:00,1,4,Cash,2024-01-02 09:24:00,549.89,46.74,0.0,27.49,624.12,4.9,Y
TRP00005353,DRV001583,RDR001771,2,Hyderabad,41,21,3.71,2024-05-26 04:00:00,2,2,UPI,2024-05-26 04:26:00,84.95,2.83,0.0,4.25,92.03,5.0,Y
TRP00005354,DRV001590,RDR003836,1,Hyderabad,68,24,7.18,2024-07-12 23:59:00,2,5,Credit Card,2024-07-13 00:31:00,126.44,8.11,0.0,6.32,140.87,4.4,Y
TRP00005355,DRV000401,RDR003155,2,Bangalore,2,76,7.1,2024-10-08 14:54:00,1,1,UPI,2024-10-08 15:26:00,131.39,0.0,32.48,6.57,170.44,4.5,Y
TRP00005356,DRV001501,RDR001540,1,Bangalore,14,20,5.16,2024-03-29 02:59:00,4,1,Cash,2024-03-29 03:21:00,100.84,0.0,35.24,5.04,141.12,4.6,Y
TRP00005357,DRV001845,RDR003995,1,Delhi,1,33,2.48,2024-09-12 00:17:00,1,4,Cash,2024-09-12 00:31:00,91.27,1.57,17.73,4.56,115.13,5.0,Y
TRP00005358,DRV001120,RDR000857,2,Bangalore,72,48,31.34,2024-08-07 13:33:00,4,1,Free Ride,2024-08-07 15:21:00,418.12,57.31,0.0,20.91,496.34,3.5,Y
TRP00005359,DRV001558,RDR002789,1,Chennai,83,50,16.36,2024-08-29 20:50:00,1,1,Free Ride,2024-08-29 21:44:00,255.56,0.0,0.0,12.78,268.34,4.0,Y
TRP00005360,DRV001631,RDR001710,1,Kolkata,72,57,6.52,2024-01-15 21:51:00,2,4,Credit Card,2024-01-15 22:21:00,120.21,13.53,46.53,6.01,186.28,4.7,Y
TRP00005361,DRV000503,RDR004838,2,Kolkata,88,87,8.4,2024-12-09 17:07:00,1,2,Cash,2024-12-09 17:40:00,123.46,0.0,23.02,6.17,152.65,3.0,N
TRP00005362,DRV000309,RDR004323,2,Ahmedabad,54,4,3.06,2024-09-07 19:24:00,1,4,Wallet,2024-09-07 19:48:00,84.1,0.0,0.0,4.2,88.3,3.8,Y
TRP00005363,DRV000014,RDR004211,1,Ahmedabad,63,67,7.28,2024-03-13 03:05:00,1,1,UPI,2024-03-13 03:35:00,135.98,15.24,0.0,6.8,158.02,3.7,Y
TRP00005364,DRV001910,RDR002568,2,Mumbai,77,86,10.5,2024-08-10 15:06:00,2,3,Free Ride,2024-08-10 15:49:00,185.59,14.14,0.0,9.28,209.01,4.3,Y
TRP00005365,DRV000840,RDR002555,2,Mumbai,63,83,6.79,2024-03-16 07:02:00,1,1,Cash,2024-03-16 07:27:00,127.97,0.0,0.0,6.4,134.37,3.5,Y
